case_id,resource,activity,start_time,end_time
2,Clerk-000002,Check credit history,2023-02-09 12:58:14.842,2023-02-09 13:34:07.683
5,Clerk-000006,Check application form completeness,2023-02-09 13:29:19.012,2023-02-09 13:36:51.306
7,Clerk-000007,Check credit history,2023-02-09 13:02:25.709,2023-02-09 13:37:17.757
9,Clerk-000003,Check credit history,2023-02-09 13:31:37.880,2023-02-09 13:38:04.986
2,AML Investigator-000001,AML check,2023-02-09 12:58:14.842,2023-02-09 13:38:40.701
6,Senior Officer-000002,Approve loan offer,2023-02-09 13:24:11.011,2023-02-09 13:44:11.011
9,AML Investigator-000002,AML check,2023-02-09 13:31:37.880,2023-02-09 13:48:34.987
6,Clerk-000004,Cancel application,2023-02-09 13:44:11.011,2023-02-09 13:49:11.011
5,AML Investigator-000001,AML check,2023-02-09 13:38:40.701,2023-02-09 13:52:13.275
11,Clerk-000002,Check application form completeness,2023-02-09 13:50:20.719,2023-02-09 13:55:23.337
11,AML Investigator-000002,AML check,2023-02-09 13:55:23.337,2023-02-09 13:57:05.732
7,Loan Officer-000003,Assess loan risk,2023-02-09 13:37:17.757,2023-02-09 13:57:17.757
10,Clerk-000001,Check application form completeness,2023-02-09 13:47:37.535,2023-02-09 13:58:16.917
11,Clerk-000006,Check credit history,2023-02-09 13:55:23.337,2023-02-09 13:58:37.540
2,Loan Officer-000002,Assess loan risk,2023-02-09 13:38:40.701,2023-02-09 13:58:40.701
2,Loan Officer-000001,Design loan offer,2023-02-09 13:58:40.701,2023-02-09 14:00:54.124
5,Clerk-000008,Check credit history,2023-02-09 13:36:51.306,2023-02-09 14:01:48.967
8,Clerk-000005,Check application form completeness,2023-02-09 13:18:28.885,2023-02-09 14:05:50.273
5,Appraiser-000001,Appraise property,2023-02-09 13:36:51.306,2023-02-09 14:06:14.112
8,Clerk-000003,Check credit history,2023-02-09 14:05:50.273,2023-02-09 14:06:23.683
8,Appraiser-000001,Appraise property,2023-02-09 14:06:14.112,2023-02-09 14:07:07.418
10,Appraiser-000001,Appraise property,2023-02-09 14:07:07.418,2023-02-09 14:09:24.161
10,Clerk-000007,Check credit history,2023-02-09 13:58:16.917,2023-02-09 14:12:41.195
7,Loan Officer-000004,Design loan offer,2023-02-09 13:57:17.757,2023-02-09 14:13:18.573
2,Senior Officer-000001,Approve loan offer,2023-02-09 14:00:54.124,2023-02-09 14:20:54.124
10,AML Investigator-000001,AML check,2023-02-09 13:58:16.917,2023-02-09 14:22:16.564
2,Clerk-000004,Cancel application,2023-02-09 14:20:54.124,2023-02-09 14:25:54.124
5,Loan Officer-000003,Assess loan risk,2023-02-09 14:06:14.112,2023-02-09 14:26:14.112
11,Appraiser-000001,Appraise property,2023-02-09 14:09:24.161,2023-02-09 14:27:16.588
8,AML Investigator-000002,AML check,2023-02-09 14:05:50.273,2023-02-09 14:30:30.601
7,Senior Officer-000002,Approve loan offer,2023-02-09 14:13:18.573,2023-02-09 14:33:18.573
12,Clerk-000002,Check application form completeness,2023-02-09 14:25:29.059,2023-02-09 14:33:32.362
12,Appraiser-000001,Appraise property,2023-02-09 14:33:32.362,2023-02-09 14:33:54.111
7,Clerk-000001,Approve application,2023-02-09 14:33:18.573,2023-02-09 14:38:18.573
5,Loan Officer-000001,Design loan offer,2023-02-09 14:26:14.112,2023-02-09 14:41:57.154
13,Clerk-000008,Check application form completeness,2023-02-09 14:37:32.948,2023-02-09 14:41:57.405
10,Loan Officer-000002,Assess loan risk,2023-02-09 14:22:16.564,2023-02-09 14:42:16.564
12,AML Investigator-000001,AML check,2023-02-09 14:33:32.362,2023-02-09 14:46:06.339
11,Loan Officer-000004,Assess loan risk,2023-02-09 14:27:16.588,2023-02-09 14:47:16.588
9,Appraiser-000002,Appraise property,2023-02-09 13:31:37.880,2023-02-09 14:47:36.762
8,Loan Officer-000003,Assess loan risk,2023-02-09 14:30:30.601,2023-02-09 14:50:30.601
11,Clerk-000003,Reject application,2023-02-09 14:47:16.588,2023-02-09 14:57:16.588
5,Senior Officer-000001,Approve loan offer,2023-02-09 14:41:57.154,2023-02-10 07:01:57.154
5,Clerk-000007,Cancel application,2023-02-10 07:01:57.154,2023-02-10 07:06:57.154
9,Loan Officer-000002,Assess loan risk,2023-02-09 14:47:36.762,2023-02-10 07:07:36.762
8,Loan Officer-000004,Design loan offer,2023-02-09 14:50:30.601,2023-02-10 07:13:02.126
12,Clerk-000006,Check credit history,2023-02-09 14:33:32.362,2023-02-10 07:13:48.493
9,Clerk-000004,Reject application,2023-02-10 07:07:36.762,2023-02-10 07:17:36.762
13,AML Investigator-000002,AML check,2023-02-09 14:41:57.405,2023-02-10 07:20:06.902
10,Loan Officer-000001,Design loan offer,2023-02-09 14:42:16.564,2023-02-10 07:20:22.501
13,Clerk-000005,Check credit history,2023-02-09 14:41:57.405,2023-02-10 07:24:31.226
13,Appraiser-000001,Appraise property,2023-02-09 14:41:57.405,2023-02-10 07:29:06.470
8,Senior Officer-000002,Approve loan offer,2023-02-10 07:13:02.126,2023-02-10 07:33:02.126
12,Loan Officer-000003,Assess loan risk,2023-02-10 07:13:48.493,2023-02-10 07:33:48.493
8,Clerk-000001,Approve application,2023-02-10 07:33:02.126,2023-02-10 07:38:02.126
10,Senior Officer-000001,Approve loan offer,2023-02-10 07:20:22.501,2023-02-10 07:40:22.501
10,Clerk-000008,Cancel application,2023-02-10 07:40:22.501,2023-02-10 07:45:22.501
12,Loan Officer-000004,Design loan offer,2023-02-10 07:33:48.493,2023-02-10 07:45:34.333
14,Clerk-000002,Check application form completeness,2023-02-10 07:30:24.158,2023-02-10 07:48:22.449
13,Loan Officer-000002,Assess loan risk,2023-02-10 07:29:06.470,2023-02-10 07:49:06.470
14,Appraiser-000002,Appraise property,2023-02-10 07:48:22.449,2023-02-10 07:51:53.032
14,Clerk-000003,Check credit history,2023-02-10 07:48:22.449,2023-02-10 08:00:52.597
12,Senior Officer-000002,Approve loan offer,2023-02-10 07:45:34.333,2023-02-10 08:05:34.333
13,Loan Officer-000001,Design loan offer,2023-02-10 07:49:06.470,2023-02-10 08:07:51.296
12,Clerk-000006,Cancel application,2023-02-10 08:05:34.333,2023-02-10 08:10:34.333
15,Clerk-000007,Check application form completeness,2023-02-10 07:52:16.922,2023-02-10 08:15:40.963
16,Clerk-000005,Check application form completeness,2023-02-10 08:19:03.870,2023-02-10 08:25:12.915
13,Senior Officer-000001,Approve loan offer,2023-02-10 08:07:51.296,2023-02-10 08:27:51.296
16,Appraiser-000002,Appraise property,2023-02-10 08:25:12.915,2023-02-10 08:32:22.745
13,Clerk-000008,Approve application,2023-02-10 08:27:51.296,2023-02-10 08:32:51.296
15,Clerk-000004,Check credit history,2023-02-10 08:15:40.963,2023-02-10 08:34:57.213
16,Clerk-000001,Check credit history,2023-02-10 08:25:12.915,2023-02-10 08:40:27.933
14,AML Investigator-000001,AML check,2023-02-10 07:48:22.449,2023-02-10 08:41:38.825
14,Loan Officer-000003,Assess loan risk,2023-02-10 08:41:38.825,2023-02-10 09:01:38.825
15,AML Investigator-000002,AML check,2023-02-10 08:15:40.963,2023-02-10 09:03:33.714
14,Loan Officer-000004,Design loan offer,2023-02-10 09:01:38.825,2023-02-10 09:03:36.830
16,AML Investigator-000001,AML check,2023-02-10 08:41:38.825,2023-02-10 09:21:52.337
14,Senior Officer-000002,Approve loan offer,2023-02-10 09:03:36.830,2023-02-10 09:23:36.830
14,Clerk-000002,Approve application,2023-02-10 09:23:36.830,2023-02-10 09:28:36.830
16,Loan Officer-000002,Assess loan risk,2023-02-10 09:21:52.337,2023-02-10 09:41:52.337
16,Loan Officer-000001,Design loan offer,2023-02-10 09:41:52.337,2023-02-10 09:47:07.941
17,Clerk-000003,Check application form completeness,2023-02-10 09:47:31.715,2023-02-10 09:58:47.301
17,Clerk-000007,Return application back to applicant,2023-02-10 09:58:47.301,2023-02-10 10:03:47.301
16,Senior Officer-000001,Approve loan offer,2023-02-10 09:47:07.941,2023-02-10 10:07:07.941
16,Clerk-000005,Approve application,2023-02-10 10:07:07.941,2023-02-10 10:12:07.941
18,Clerk-000006,Check application form completeness,2023-02-10 09:53:01.597,2023-02-10 10:13:27.847
18,Appraiser-000002,Appraise property,2023-02-10 10:13:27.847,2023-02-10 10:14:47.002
18,AML Investigator-000002,AML check,2023-02-10 10:13:27.847,2023-02-10 10:29:18.631
15,Appraiser-000001,Appraise property,2023-02-10 08:15:40.963,2023-02-10 10:56:39.358
17,Applicant-000001,Applicant completes form,2023-02-10 10:03:47.301,2023-02-10 11:03:47.301
18,Clerk-000008,Check credit history,2023-02-10 10:13:27.847,2023-02-10 11:06:06.319
19,Clerk-000001,Check application form completeness,2023-02-10 11:04:16.085,2023-02-10 11:14:39.304
15,Loan Officer-000003,Assess loan risk,2023-02-10 10:56:39.358,2023-02-10 11:16:39.358
17,Clerk-000004,Check application form completeness,2023-02-10 11:03:47.301,2023-02-10 11:21:40.628
18,Loan Officer-000004,Assess loan risk,2023-02-10 11:06:06.319,2023-02-10 11:26:06.319
19,AML Investigator-000001,AML check,2023-02-10 11:14:39.304,2023-02-10 11:26:38.704
15,Clerk-000007,Reject application,2023-02-10 11:16:39.358,2023-02-10 11:26:39.358
20,Clerk-000003,Check application form completeness,2023-02-10 11:16:35.144,2023-02-10 11:35:40.601
17,Appraiser-000001,Appraise property,2023-02-10 11:21:40.628,2023-02-10 11:37:42.632
17,Clerk-000005,Check credit history,2023-02-10 11:21:40.628,2023-02-10 11:38:46.507
18,Loan Officer-000002,Design loan offer,2023-02-10 11:26:06.319,2023-02-10 11:38:59.670
20,Appraiser-000001,Appraise property,2023-02-10 11:37:42.632,2023-02-10 11:46:06.597
20,AML Investigator-000001,AML check,2023-02-10 11:35:40.601,2023-02-10 11:47:31.778
19,Appraiser-000002,Appraise property,2023-02-10 11:14:39.304,2023-02-10 11:49:59.466
18,Senior Officer-000002,Approve loan offer,2023-02-10 11:38:59.670,2023-02-10 11:58:59.670
20,Clerk-000006,Check credit history,2023-02-10 11:35:40.601,2023-02-10 12:00:51.225
18,Clerk-000008,Approve application,2023-02-10 11:58:59.670,2023-02-10 12:03:59.670
20,Loan Officer-000001,Assess loan risk,2023-02-10 12:00:51.225,2023-02-10 12:20:51.225
17,AML Investigator-000002,AML check,2023-02-10 11:21:40.628,2023-02-10 12:30:41.159
20,Loan Officer-000003,Design loan offer,2023-02-10 12:20:51.225,2023-02-10 12:37:56.229
22,Clerk-000004,Check application form completeness,2023-02-10 12:43:01.228,2023-02-10 12:49:27.909
17,Loan Officer-000004,Assess loan risk,2023-02-10 12:30:41.159,2023-02-10 12:50:41.159
22,Appraiser-000001,Appraise property,2023-02-10 12:49:27.909,2023-02-10 12:53:42.215
22,AML Investigator-000001,AML check,2023-02-10 12:49:27.909,2023-02-10 12:55:59.661
20,Senior Officer-000001,Approve loan offer,2023-02-10 12:37:56.229,2023-02-10 12:57:56.229
17,Loan Officer-000002,Design loan offer,2023-02-10 12:50:41.159,2023-02-10 13:02:36.491
20,Clerk-000003,Approve application,2023-02-10 12:57:56.229,2023-02-10 13:02:56.229
19,Clerk-000002,Check credit history,2023-02-10 11:14:39.304,2023-02-10 13:11:14.171
22,Clerk-000007,Check credit history,2023-02-10 12:49:27.909,2023-02-10 13:18:00.058
24,Clerk-000006,Check application form completeness,2023-02-10 13:13:11.577,2023-02-10 13:19:55.543
17,Senior Officer-000002,Approve loan offer,2023-02-10 13:02:36.491,2023-02-10 13:22:36.491
24,AML Investigator-000002,AML check,2023-02-10 13:19:55.543,2023-02-10 13:26:40.720
23,Clerk-000005,Check application form completeness,2023-02-10 13:09:17.935,2023-02-10 13:27:28.695
17,Clerk-000004,Cancel application,2023-02-10 13:22:36.491,2023-02-10 13:27:36.491
19,Loan Officer-000001,Assess loan risk,2023-02-10 13:11:14.171,2023-02-10 13:31:14.171
21,Clerk-000001,Check application form completeness,2023-02-10 12:41:25.458,2023-02-10 13:35:30.835
24,Appraiser-000002,Appraise property,2023-02-10 13:19:55.543,2023-02-10 13:36:36.204
22,Loan Officer-000003,Assess loan risk,2023-02-10 13:18:00.058,2023-02-10 13:38:00.058
21,Clerk-000007,Check credit history,2023-02-10 13:35:30.835,2023-02-10 13:40:53.954
25,Clerk-000002,Check application form completeness,2023-02-10 13:35:18.262,2023-02-10 13:46:37.214
22,Loan Officer-000002,Design loan offer,2023-02-10 13:38:00.058,2023-02-10 13:46:59.066
19,Loan Officer-000004,Design loan offer,2023-02-10 13:31:14.171,2023-02-10 13:47:27.701
23,AML Investigator-000001,AML check,2023-02-10 13:27:28.695,2023-02-10 13:47:30.333
25,AML Investigator-000001,AML check,2023-02-10 13:47:30.333,2023-02-10 13:47:41.525
21,AML Investigator-000002,AML check,2023-02-10 13:35:30.835,2023-02-10 13:51:06.004
23,Appraiser-000001,Appraise property,2023-02-10 13:27:28.695,2023-02-10 13:55:01.001
25,Clerk-000006,Check credit history,2023-02-10 13:46:37.214,2023-02-10 13:56:01.217
21,Appraiser-000002,Appraise property,2023-02-10 13:36:36.204,2023-02-10 14:04:01.002
23,Clerk-000003,Check credit history,2023-02-10 13:27:28.695,2023-02-10 14:05:55.774
22,Senior Officer-000001,Approve loan offer,2023-02-10 13:46:59.066,2023-02-10 14:06:59.066
19,Senior Officer-000002,Approve loan offer,2023-02-10 13:47:27.701,2023-02-10 14:07:27.701
25,Appraiser-000001,Appraise property,2023-02-10 13:55:01.001,2023-02-10 14:09:14.886
22,Clerk-000005,Cancel application,2023-02-10 14:06:59.066,2023-02-10 14:11:59.066
19,Clerk-000004,Cancel application,2023-02-10 14:07:27.701,2023-02-10 14:12:27.701
26,Clerk-000001,Check application form completeness,2023-02-10 14:18:21.460,2023-02-10 14:18:54.549
26,Clerk-000007,Return application back to applicant,2023-02-10 14:18:54.549,2023-02-10 14:23:54.549
21,Loan Officer-000001,Assess loan risk,2023-02-10 14:04:01.002,2023-02-10 14:24:01.002
23,Loan Officer-000003,Assess loan risk,2023-02-10 14:05:55.774,2023-02-10 14:25:55.774
25,Loan Officer-000002,Assess loan risk,2023-02-10 14:09:14.886,2023-02-10 14:29:14.886
23,Loan Officer-000001,Design loan offer,2023-02-10 14:25:55.774,2023-02-10 14:30:50.385
25,Loan Officer-000003,Design loan offer,2023-02-10 14:29:14.886,2023-02-10 14:33:14.169
21,Loan Officer-000004,Design loan offer,2023-02-10 14:24:01.002,2023-02-10 14:33:34.523
24,Clerk-000008,Check credit history,2023-02-10 13:19:55.543,2023-02-10 14:49:08.505
23,Senior Officer-000001,Approve loan offer,2023-02-10 14:30:50.385,2023-02-10 14:50:50.385
25,Senior Officer-000002,Approve loan offer,2023-02-10 14:33:14.169,2023-02-10 14:53:14.169
23,Clerk-000006,Approve application,2023-02-10 14:50:50.385,2023-02-10 14:55:50.385
25,Clerk-000003,Cancel application,2023-02-10 14:53:14.169,2023-02-10 14:58:14.169
28,Clerk-000005,Check application form completeness,2023-02-10 14:59:32.182,2023-02-13 07:00:40.375
27,Clerk-000002,Check application form completeness,2023-02-10 14:29:46.437,2023-02-13 07:01:35.791
28,AML Investigator-000001,AML check,2023-02-13 07:00:40.375,2023-02-13 07:03:27.960
27,Appraiser-000001,Appraise property,2023-02-13 07:01:35.791,2023-02-13 07:05:21.638
24,Loan Officer-000002,Assess loan risk,2023-02-10 14:49:08.505,2023-02-13 07:09:08.505
21,Senior Officer-000001,Approve loan offer,2023-02-10 14:50:50.385,2023-02-13 07:10:50.385
28,Clerk-000004,Check credit history,2023-02-13 07:00:40.375,2023-02-13 07:11:35.984
24,Loan Officer-000001,Design loan offer,2023-02-13 07:09:08.505,2023-02-13 07:12:27.045
21,Clerk-000007,Cancel application,2023-02-13 07:10:50.385,2023-02-13 07:15:50.385
26,Applicant-000001,Applicant completes form,2023-02-10 14:23:54.549,2023-02-13 07:23:54.549
24,Senior Officer-000002,Approve loan offer,2023-02-13 07:12:27.045,2023-02-13 07:32:27.045
27,Clerk-000001,Check credit history,2023-02-13 07:01:35.791,2023-02-13 07:34:11.699
24,Clerk-000005,Cancel application,2023-02-13 07:32:27.045,2023-02-13 07:37:27.045
29,Clerk-000006,Check application form completeness,2023-02-13 07:31:44.933,2023-02-13 07:38:26.068
26,Clerk-000008,Check application form completeness,2023-02-13 07:23:54.549,2023-02-13 07:39:25.648
29,Clerk-000002,Return application back to applicant,2023-02-13 07:38:26.068,2023-02-13 07:43:26.068
30,Clerk-000003,Check application form completeness,2023-02-13 07:31:58.068,2023-02-13 07:43:51.671
27,AML Investigator-000002,AML check,2023-02-13 07:01:35.791,2023-02-13 07:46:44.044
26,Appraiser-000001,Appraise property,2023-02-13 07:39:25.648,2023-02-13 07:46:51.146
28,Appraiser-000002,Appraise property,2023-02-13 07:00:40.375,2023-02-13 07:47:22.658
30,Clerk-000001,Return application back to applicant,2023-02-13 07:43:51.671,2023-02-13 07:48:51.671
26,Clerk-000004,Check credit history,2023-02-13 07:39:25.648,2023-02-13 08:05:42.725
27,Loan Officer-000003,Assess loan risk,2023-02-13 07:46:44.044,2023-02-13 08:06:44.044
28,Loan Officer-000004,Assess loan risk,2023-02-13 07:47:22.658,2023-02-13 08:07:22.658
28,Loan Officer-000001,Design loan offer,2023-02-13 08:07:22.658,2023-02-13 08:09:30.380
26,AML Investigator-000001,AML check,2023-02-13 07:39:25.648,2023-02-13 08:11:24.395
28,Senior Officer-000001,Approve loan offer,2023-02-13 08:09:30.380,2023-02-13 08:29:30.380
26,Loan Officer-000003,Assess loan risk,2023-02-13 08:11:24.395,2023-02-13 08:31:24.395
27,Loan Officer-000002,Design loan offer,2023-02-13 08:06:44.044,2023-02-13 08:31:37.396
28,Clerk-000008,Approve application,2023-02-13 08:29:30.380,2023-02-13 08:34:30.380
29,Applicant-000001,Applicant completes form,2023-02-13 07:43:26.068,2023-02-13 08:43:26.068
26,Loan Officer-000004,Design loan offer,2023-02-13 08:31:24.395,2023-02-13 08:45:42.341
33,Clerk-000006,Check application form completeness,2023-02-13 08:28:36.244,2023-02-13 08:47:09.837
32,Clerk-000005,Check application form completeness,2023-02-13 08:23:43.725,2023-02-13 08:48:27.538
27,Senior Officer-000002,Approve loan offer,2023-02-13 08:31:37.396,2023-02-13 08:51:37.396
33,Clerk-000003,Return application back to applicant,2023-02-13 08:47:09.837,2023-02-13 08:52:09.837
32,Clerk-000001,Check credit history,2023-02-13 08:48:27.538,2023-02-13 08:56:27.152
27,Clerk-000004,Cancel application,2023-02-13 08:51:37.396,2023-02-13 08:56:37.396
29,Clerk-000002,Check application form completeness,2023-02-13 08:43:26.068,2023-02-13 09:05:31.888
26,Senior Officer-000001,Approve loan offer,2023-02-13 08:45:42.341,2023-02-13 09:05:42.341
26,Clerk-000006,Cancel application,2023-02-13 09:05:42.341,2023-02-13 09:10:42.341
32,Appraiser-000001,Appraise property,2023-02-13 08:48:27.538,2023-02-13 09:11:30.166
31,Clerk-000007,Check application form completeness,2023-02-13 07:39:42.812,2023-02-13 09:13:45.353
31,Clerk-000005,Check credit history,2023-02-13 09:13:45.353,2023-02-13 09:14:20.321
31,Appraiser-000001,Appraise property,2023-02-13 09:13:45.353,2023-02-13 09:32:42.219
32,AML Investigator-000002,AML check,2023-02-13 08:48:27.538,2023-02-13 09:38:47.686
31,AML Investigator-000002,AML check,2023-02-13 09:38:47.686,2023-02-13 09:39:15.607
30,Applicant-000001,Applicant completes form,2023-02-13 08:43:26.068,2023-02-13 09:43:26.068
29,Clerk-000008,Check credit history,2023-02-13 09:05:31.888,2023-02-13 09:48:39.528
32,Loan Officer-000001,Assess loan risk,2023-02-13 09:38:47.686,2023-02-13 09:58:47.686
31,Loan Officer-000003,Assess loan risk,2023-02-13 09:39:15.607,2023-02-13 09:59:15.607
31,Loan Officer-000004,Design loan offer,2023-02-13 09:59:15.607,2023-02-13 09:59:22.548
30,Clerk-000003,Check application form completeness,2023-02-13 09:43:26.068,2023-02-13 09:59:35.369
29,AML Investigator-000001,AML check,2023-02-13 09:05:31.888,2023-02-13 10:02:42.244
32,Loan Officer-000002,Design loan offer,2023-02-13 09:58:47.686,2023-02-13 10:13:06.688
30,AML Investigator-000002,AML check,2023-02-13 09:59:35.369,2023-02-13 10:13:53.112
31,Senior Officer-000002,Approve loan offer,2023-02-13 09:59:22.548,2023-02-13 10:19:22.548
31,Clerk-000004,Approve application,2023-02-13 10:19:22.548,2023-02-13 10:24:22.548
32,Senior Officer-000001,Approve loan offer,2023-02-13 10:13:06.688,2023-02-13 10:33:06.688
32,Clerk-000002,Cancel application,2023-02-13 10:33:06.688,2023-02-13 10:38:06.688
33,Applicant-000001,Applicant completes form,2023-02-13 09:43:26.068,2023-02-13 10:43:26.068
30,Appraiser-000001,Appraise property,2023-02-13 09:59:35.369,2023-02-13 10:51:24.001
29,Appraiser-000002,Appraise property,2023-02-13 09:05:31.888,2023-02-13 10:56:15.856
30,Clerk-000001,Check credit history,2023-02-13 09:59:35.369,2023-02-13 11:01:39.655
29,Loan Officer-000001,Assess loan risk,2023-02-13 10:56:15.856,2023-02-13 11:16:15.856
33,Clerk-000007,Check application form completeness,2023-02-13 10:43:26.068,2023-02-13 11:19:14.852
34,Clerk-000006,Check application form completeness,2023-02-13 10:35:26.434,2023-02-13 11:20:59.635
33,Clerk-000008,Check credit history,2023-02-13 11:19:14.852,2023-02-13 11:21:27.465
30,Loan Officer-000003,Assess loan risk,2023-02-13 11:01:39.655,2023-02-13 11:21:39.655
33,Appraiser-000001,Appraise property,2023-02-13 11:19:14.852,2023-02-13 11:26:02.559
29,Clerk-000005,Reject application,2023-02-13 11:16:15.856,2023-02-13 11:26:15.856
30,Clerk-000004,Reject application,2023-02-13 11:21:39.655,2023-02-13 11:31:39.655
34,Clerk-000003,Check credit history,2023-02-13 11:20:59.635,2023-02-13 11:35:25.591
34,Appraiser-000002,Appraise property,2023-02-13 11:20:59.635,2023-02-13 11:39:51.694
33,AML Investigator-000001,AML check,2023-02-13 11:19:14.852,2023-02-13 11:46:15.232
36,Clerk-000001,Check application form completeness,2023-02-13 11:59:31.154,2023-02-13 12:00:14.708
35,Clerk-000002,Check application form completeness,2023-02-13 11:45:23.001,2023-02-13 12:05:35.040
33,Loan Officer-000004,Assess loan risk,2023-02-13 11:46:15.232,2023-02-13 12:06:15.232
36,AML Investigator-000001,AML check,2023-02-13 12:00:14.708,2023-02-13 12:06:28.622
35,Clerk-000006,Check credit history,2023-02-13 12:05:35.040,2023-02-13 12:25:21.803
36,Clerk-000007,Check credit history,2023-02-13 12:00:14.708,2023-02-13 12:28:19.361
35,AML Investigator-000001,AML check,2023-02-13 12:06:28.622,2023-02-13 12:38:49.015
